YEAR,MONTH,sex,agegrp,total,disabilityType,percent
2021,3,Men,25 to 54,62291383.9918,Any difficulty,0.0595603554480086
2021,3,Women,25 to 54,63791701.0062,Any difficulty,0.0576697246581095
2021,3,Women,65+,30617482.006,Any difficulty,0.273527992996251
2021,3,Men,65+,25014268.0053,Any difficulty,0.267041643652522
2021,3,Women,18 to 24,14304571.3738,Any difficulty,0.0451589924031674
2021,3,Men,55 to 64,20238534.0029,Any difficulty,0.141610231372951
2021,3,Women,55 to 64,21743598.9996,Any difficulty,0.138398309711992
2021,3,Men,18 to 24,14373728.1342,Any difficulty,0.0528576393964395
2021,4,Women,25 to 54,63797094.9918,Any difficulty,0.0611774159952213
2021,4,Men,25 to 54,62304271.9954,Any difficulty,0.0597231859682869
2021,4,Women,65+,30687785.9926,Any difficulty,0.274568331268075
2021,4,Men,65+,25074453.0067,Any difficulty,0.261411032226647
2021,4,Women,18 to 24,14333746.627,Any difficulty,0.0464162916028361
2021,4,Men,18 to 24,14285670.7943,Any difficulty,0.0484893086698028
2021,4,Women,55 to 64,21725495.0041,Any difficulty,0.139800528541551
2021,4,Men,55 to 64,20223946.0022,Any difficulty,0.143555723911851
2021,5,Women,65+,30757203.9999,Any difficulty,0.280519453859592
2021,5,Men,25 to 54,62312126.9953,Any difficulty,0.0596377961593302
2021,5,Men,65+,25135266.9915,Any difficulty,0.269320414455483
2021,5,Women,25 to 54,63798693.0024,Any difficulty,0.0608827479467939
2021,5,Women,18 to 24,14441002.6252,Any difficulty,0.0520606552891329
2021,5,Women,55 to 64,21715233.0063,Any difficulty,0.141573080095806
2021,5,Men,55 to 64,20217285.0058,Any difficulty,0.142435003259532
2021,5,Men,18 to 24,14304049.0616,Any difficulty,0.0495703462597525
2021,6,Men,65+,25198061.0008,Any difficulty,0.267355453000376
2021,6,Women,65+,30828892.0023,Any difficulty,0.288507639302653
2021,6,Men,25 to 54,62325307.0091,Any difficulty,0.0638121657582739
2021,6,Women,25 to 54,63805201.9992,Any difficulty,0.0635937356338261
2021,6,Women,18 to 24,14415211.4909,Any difficulty,0.0503577053696545
2021,6,Women,55 to 64,21706573.9921,Any difficulty,0.149966363304717
2021,6,Men,55 to 64,20212241.9971,Any difficulty,0.140635471008503
2021,6,Men,18 to 24,14474205.0021,Any difficulty,0.0558349622644385
2021,7,Men,18 to 24,14455659.1626,Any difficulty,0.0560267963217756
2021,7,Women,18 to 24,14412150.1179,Any difficulty,0.0460741773550688
2021,7,Men,25 to 54,62339093.0007,Any difficulty,0.0630212815408765
2021,7,Women,25 to 54,63812219.9979,Any difficulty,0.0635606198441847
2021,7,Women,65+,30901005.9881,Any difficulty,0.286610729560412
2021,7,Men,55 to 64,20207462.0001,Any difficulty,0.144130485683239
2021,7,Men,65+,25261233.9997,Any difficulty,0.266958672659463
2021,7,Women,55 to 64,21698162.003,Any difficulty,0.149979769155105
2021,8,Men,18 to 24,14399329.5028,Any difficulty,0.0512914855206545
2021,8,Women,18 to 24,14182453.8523,Any difficulty,0.0448606529325545
2021,8,Men,25 to 54,62346746.0029,Any difficulty,0.0615517274040493
2021,8,Women,25 to 54,63812230.9857,Any difficulty,0.0601005424627677
2021,8,Women,65+,30998531.9938,Any difficulty,0.280997263313701
2021,8,Men,55 to 64,20189824.9986,Any difficulty,0.142378757948587
2021,8,Men,65+,25347393.0039,Any difficulty,0.267876294163873
2021,8,Women,55 to 64,21676243.0035,Any difficulty,0.151001510661764
2021,9,Men,25 to 54,62357707.9989,Any difficulty,0.0636555448441117
2021,9,Women,25 to 54,63815311.9984,Any difficulty,0.0618394898891812
2021,9,Women,65+,31097454.9936,Any difficulty,0.280053421381021
2021,9,Men,55 to 64,20173173.991,Any difficulty,0.140537094780664
2021,9,Men,65+,25434750.0014,Any difficulty,0.26779425746371
2021,9,Women,55 to 64,21655301.9983,Any difficulty,0.155774613370195
2021,9,Men,18 to 24,14220501.2275,Any difficulty,0.0533139426431655
2021,9,Women,18 to 24,14135885.9858,Any difficulty,0.0426155939008805
2021,10,Women,65+,31195129.998,Any difficulty,0.277179945111765
2021,10,Men,18 to 24,14283950.2735,Any difficulty,0.0525471594641785
2021,10,Women,55 to 64,21633452.0006,Any difficulty,0.147751124194666
2021,10,Men,55 to 64,20155616.9946,Any difficulty,0.143263875889963
2021,10,Men,25 to 54,62365421.9912,Any difficulty,0.0616531399585903
2021,10,Women,25 to 54,63815343.9974,Any difficulty,0.0614983488165463
2021,10,Men,65+,25521053.9976,Any difficulty,0.267522940108275
2021,10,Women,18 to 24,14087697.8528,Any difficulty,0.0420166437259551
2021,11,Women,65+,31283234.9951,Any difficulty,0.282992584318299
2021,11,Men,18 to 24,14146771.3514,Any difficulty,0.0521505521347802
2021,11,Women,55 to 64,21614901.9982,Any difficulty,0.144756544543231
2021,11,Women,25 to 54,63813886.0158,Any difficulty,0.0657098519617154
2021,11,Men,65+,25597231.0056,Any difficulty,0.274158890141856
2021,11,Men,55 to 64,20140656.0021,Any difficulty,0.138007365088316
2021,11,Men,25 to 54,62371815.0059,Any difficulty,0.0652630483803453
2021,11,Women,18 to 24,14029262.0765,Any difficulty,0.0450278252951133
2021,12,Men,25 to 54,62374710.0033,Any difficulty,0.0649976651031405
2021,12,Women,25 to 54,63809186.992,Any difficulty,0.0659676209936312
2021,12,Women,65+,31369891.9966,Any difficulty,0.286323619009383
2021,12,Men,18 to 24,14151570.1281,Any difficulty,0.0642143973265253
2021,12,Women,55 to 64,21595337.9962,Any difficulty,0.147238278028318
2021,12,Men,55 to 64,20124666.9995,Any difficulty,0.140220275702953
2021,12,Men,65+,25672158.9961,Any difficulty,0.27786942353324
2021,12,Women,18 to 24,14055470.5482,Any difficulty,0.0459245933450918
2022,1,Women,25 to 54,64047817.9935,Any difficulty,0.0644851040330391
2022,1,Men,25 to 54,63140119.9952,Any difficulty,0.0626590042226838
2022,1,Women,65+,30394799.9972,Any difficulty,0.281432077851738
2022,1,Men,18 to 24,14398401.0902,Any difficulty,0.0655099893238839
2022,1,Women,55 to 64,21667821.0014,Any difficulty,0.141915208511337
2022,1,Men,55 to 64,20692473.0034,Any difficulty,0.141772356320966
2022,1,Women,18 to 24,14430552.2061,Any difficulty,0.0492168051545372
2022,1,Men,65+,25380407.9982,Any difficulty,0.271654434396365
2022,2,Women,25 to 54,64048356.0122,Any difficulty,0.063938595359418
2022,2,Men,25 to 54,63141442.9962,Any difficulty,0.0638134688360304
2022,2,Men,55 to 64,20677778.9964,Any difficulty,0.14546025001639
2022,2,Women,18 to 24,14405189.4798,Any difficulty,0.0536594335523264
2022,2,Men,18 to 24,14348706.6606,Any difficulty,0.0589110023150096
2022,2,Women,65+,30468787.002,Any difficulty,0.278412383366072
2022,2,Women,55 to 64,21651127.9944,Any difficulty,0.147902217266844
2022,2,Men,65+,25448147.9952,Any difficulty,0.279398100448846
2022,3,Women,25 to 54,64048262.9948,Any difficulty,0.0655907837054234
2022,3,Men,25 to 54,63142202.0037,Any difficulty,0.0659882766498362
2022,3,Men,55 to 64,20663111.0088,Any difficulty,0.146377196667621
2022,3,Men,65+,25516075.0005,Any difficulty,0.288750651797176
2022,3,Women,65+,30542881.9955,Any difficulty,0.276746574515966
2022,3,Women,55 to 64,21634416.0039,Any difficulty,0.152233159083485
2022,3,Men,18 to 24,14460588.8003,Any difficulty,0.057297477325599
2022,3,Women,18 to 24,14391771.6015,Any difficulty,0.0535743868892165
2022,4,Women,25 to 54,64047371.0016,Any difficulty,0.0668533016521948
2022,4,Men,25 to 54,63141935.9995,Any difficulty,0.0663179806386228
2022,4,Men,65+,25583157.0056,Any difficulty,0.288329740257833
2022,4,Women,65+,30616133.0023,Any difficulty,0.281693390156494
2022,4,Men,18 to 24,14503657.7987,Any difficulty,0.055786087766944
2022,4,Women,18 to 24,14416611.9754,Any difficulty,0.0512370311457665
2022,4,Men,55 to 64,20647889.0003,Any difficulty,0.141215035268624
2022,4,Women,55 to 64,21617228.0031,Any difficulty,0.149024181432422
2022,5,Women,25 to 54,64048747.0067,Any difficulty,0.0657778995904368
2022,5,Men,25 to 54,63142223.006,Any difficulty,0.0650080083070555
2022,5,Men,65+,25653957.0018,Any difficulty,0.285497714901686
2022,5,Women,65+,30692438.0035,Any difficulty,0.284285556002589
2022,5,Men,18 to 24,14699122.9904,Any difficulty,0.0487850733250097
2022,5,Women,18 to 24,14326210.7178,Any difficulty,0.0501026360242051
2022,5,Women,55 to 64,21594788.9966,Any difficulty,0.155123917961292
2022,5,Men,55 to 64,20628896.0047,Any difficulty,0.145457264708511
2022,6,Women,25 to 54,64058299.0032,Any difficulty,0.062380983016742
2022,6,Men,55 to 64,20612968.0011,Any difficulty,0.147993275196333
2022,6,Men,65+,25728684.0021,Any difficulty,0.286731963414758
2022,6,Women,65+,30773080.0071,Any difficulty,0.289567025687519
2022,6,Men,25 to 54,63151655.0013,Any difficulty,0.0651804485712253
2022,6,Men,18 to 24,14591853.8799,Any difficulty,0.0508505968814625
2022,6,Women,18 to 24,14490090.6902,Any difficulty,0.0479710178398066
2022,6,Women,55 to 64,21575260.9972,Any difficulty,0.16059728163426
2022,7,Women,25 to 54,64072470.988,Any difficulty,0.0618299756699248
2022,7,Men,55 to 64,20598833.9984,Any difficulty,0.148585903703954
2022,7,Men,25 to 54,63166286.0118,Any difficulty,0.0634405009382917
2022,7,Women,18 to 24,14425227.6039,Any difficulty,0.0519337733913785
2022,7,Women,65+,30856295.9927,Any difficulty,0.288496530478124
2022,7,Men,65+,25805769.9914,Any difficulty,0.280970189733395
2022,7,Women,55 to 64,21557412.9948,Any difficulty,0.153287078324152
2022,7,Men,18 to 24,14610390.1106,Any difficulty,0.0536962448066886
2022,8,Women,25 to 54,64072655.9981,Any difficulty,0.0607752002931715
2022,8,Men,25 to 54,63167323.9941,Any difficulty,0.0614704009981913
2022,8,Men,55 to 64,20578670.9953,Any difficulty,0.14508903620073
2022,8,Women,18 to 24,14440465.0562,Any difficulty,0.0558898277485518
2022,8,Women,65+,30956546.0021,Any difficulty,0.289159274887863
2022,8,Men,65+,25898235.0034,Any difficulty,0.275410384853007
2022,8,Women,55 to 64,21532914.9986,Any difficulty,0.153423190223655
2022,8,Men,18 to 24,14495607.5854,Any difficulty,0.0498465130449419
2022,9,Men,55 to 64,20558494.0043,Any difficulty,0.147885189638117
2022,9,Women,25 to 54,64072738.9927,Any difficulty,0.0647768248407934
2022,9,Men,25 to 54,63168254.0008,Any difficulty,0.0642986457619766
2022,9,Women,18 to 24,14304994.1876,Any difficulty,0.0535991858469002
2022,9,Women,65+,31056774.0008,Any difficulty,0.292389338231527
2022,9,Men,65+,25990691.0019,Any difficulty,0.280423566944303
2022,9,Women,55 to 64,21508395.0018,Any difficulty,0.155853098900195
2022,9,Men,18 to 24,14355183.9261,Any difficulty,0.0569324811376371
2008,1,Men,25 to 54,61941330.9961,"Hearing, deaf",
2008,1,Women,25 to 54,63499582.0208,"Hearing, deaf",
2008,1,Men,65+,15790200.0039,"Hearing, deaf",
2008,1,Women,65+,20971539.9921,"Hearing, deaf",
2008,1,Women,55 to 64,17152515.9956,"Hearing, deaf",
2008,1,Women,18 to 24,13843796.704,"Hearing, deaf",
2008,1,Men,18 to 24,14308583.4804,"Hearing, deaf",
2008,1,Men,55 to 64,15918952.0016,"Hearing, deaf",
2008,2,Women,65+,20999359.9974,"Hearing, deaf",
2008,2,Men,25 to 54,61969444.0068,"Hearing, deaf",
2008,2,Men,65+,15819269.9974,"Hearing, deaf",
2008,2,Women,25 to 54,63513421.0055,"Hearing, deaf",
2008,2,Women,55 to 64,17186878.9999,"Hearing, deaf",
2008,2,Women,18 to 24,13983954.0597,"Hearing, deaf",
2008,2,Men,55 to 64,15951343.0011,"Hearing, deaf",
2008,2,Men,18 to 24,14308296.1731,"Hearing, deaf",
2008,3,Women,65+,21026500.9914,"Hearing, deaf",
2008,3,Men,25 to 54,61995596.0028,"Hearing, deaf",
2008,3,Men,65+,15847841.0058,"Hearing, deaf",
2008,3,Women,25 to 54,63525310.0038,"Hearing, deaf",
2008,3,Women,55 to 64,17220714.9966,"Hearing, deaf",
2008,3,Men,55 to 64,15983241.0005,"Hearing, deaf",
2008,3,Men,18 to 24,14193397.3143,"Hearing, deaf",
2008,3,Women,18 to 24,14027936.882,"Hearing, deaf",
2008,4,Women,65+,21055318.9896,"Hearing, deaf",
2008,4,Men,25 to 54,62026589.0036,"Hearing, deaf",
2008,4,Men,65+,15877642.0005,"Hearing, deaf",
2008,4,Women,25 to 54,63542019.992,"Hearing, deaf",
2008,4,Women,18 to 24,14119428.7856,"Hearing, deaf",
2008,4,Men,55 to 64,16016355.0099,"Hearing, deaf",
2008,4,Women,55 to 64,17255855.0009,"Hearing, deaf",
2008,4,Men,18 to 24,14177359.1112,"Hearing, deaf",
2008,5,Women,65+,21085785.0007,"Hearing, deaf",
2008,5,Men,25 to 54,62057974.9969,"Hearing, deaf",
2008,5,Women,25 to 54,63557843.9971,"Hearing, deaf",
2008,5,Women,18 to 24,14276114.6048,"Hearing, deaf",
2008,5,Men,55 to 64,16051757.9976,"Hearing, deaf",
2008,5,Women,55 to 64,17293181.0017,"Hearing, deaf",
2008,5,Men,65+,15909395.9974,"Hearing, deaf",
2008,5,Men,18 to 24,14317185.2949,"Hearing, deaf",
2008,6,Women,65+,21117661.998,"Hearing, deaf",0.0997215521111875
2008,6,Men,25 to 54,62093429.0141,"Hearing, deaf",0.0122666526457581
2008,6,Women,25 to 54,63577716.0054,"Hearing, deaf",0.00906104292502534
2008,6,Women,18 to 24,14177614.9273,"Hearing, deaf",0.00365041978960393
2008,6,Men,55 to 64,16088182.9974,"Hearing, deaf",0.0475195377702722
2008,6,Women,55 to 64,17331606.9928,"Hearing, deaf",0.0230703262868877
2008,6,Men,65+,15942184.9943,"Hearing, deaf",0.151309259293031
2008,6,Men,18 to 24,14346691.0868,"Hearing, deaf",0.00351965554945694
2008,7,Women,65+,21150938.9963,"Hearing, deaf",0.107080516146172
2008,7,Men,25 to 54,62132911.9911,"Hearing, deaf",0.0143630525916415
2008,7,Women,25 to 54,63601598.0045,"Hearing, deaf",0.00971484203519986
2008,7,Women,18 to 24,14217553.3907,"Hearing, deaf",0.00464110660158747
2008,7,Women,55 to 64,17371122.0116,"Hearing, deaf",0.0235844718335649
2008,7,Men,55 to 64,16125626.0003,"Hearing, deaf",0.0484446626559159
2008,7,Men,65+,15976002.0088,"Hearing, deaf",0.153056084767209
2008,7,Men,18 to 24,14376141.9901,"Hearing, deaf",0.00385765691088686
2008,8,Women,65+,21195422.0123,"Hearing, deaf",0.108825573265842
2008,8,Men,25 to 54,62159509.9983,"Hearing, deaf",0.0143807183908697
2008,8,Women,25 to 54,63610379.988,"Hearing, deaf",0.0099295297547217
2008,8,Women,18 to 24,14086454.2455,"Hearing, deaf",0.00499851883042131
2008,8,Men,65+,16020066.0007,"Hearing, deaf",0.159928225513431
2008,8,Women,55 to 64,17422208.0071,"Hearing, deaf",0.0245084871691343
2008,8,Men,55 to 64,16173513.9989,"Hearing, deaf",0.0504110340805005
2008,8,Men,18 to 24,14417049.5514,"Hearing, deaf",0.00480118510054496
2008,9,Women,65+,21240884.989,"Hearing, deaf",0.103558010484927
2008,9,Women,55 to 64,17474060.0046,"Hearing, deaf",0.0221060945537735
2008,9,Women,25 to 54,63621963.0024,"Hearing, deaf",0.0101928342288894
2008,9,Men,25 to 54,62188922.9984,"Hearing, deaf",0.0152422189804507
2008,9,Women,18 to 24,14029861.8872,"Hearing, deaf",0.00389259884659487
2008,9,Men,65+,16064853.9989,"Hearing, deaf",0.149081727892702
2008,9,Men,55 to 64,16222115.0031,"Hearing, deaf",0.0541642667267549
2008,9,Men,18 to 24,14300895.0597,"Hearing, deaf",0.00503741300102311
2008,10,Women,55 to 64,17525848.9979,"Hearing, deaf",0.0228785090324608
2008,10,Women,25 to 54,63633314.9867,"Hearing, deaf",0.00947009758372564
2008,10,Men,25 to 54,62218104.0102,"Hearing, deaf",0.0148713397060173
2008,10,Men,65+,16109580.007,"Hearing, deaf",0.146212611798477
2008,10,Women,65+,21286268.9935,"Hearing, deaf",0.0973859610358682
2008,10,Men,55 to 64,16270657.9847,"Hearing, deaf",0.0498297677858139
2008,10,Men,18 to 24,14313138.7877,"Hearing, deaf",0.00366363383865618
2008,10,Women,18 to 24,14015740.3524,"Hearing, deaf",0.00431540674122456
2008,11,Women,55 to 64,17577285.9964,"Hearing, deaf",0.0222908682762656
2008,11,Women,25 to 54,63640692.0073,"Hearing, deaf",0.00914418568442417
2008,11,Men,18 to 24,14273740.9494,"Hearing, deaf",0.0043342616570746
2008,11,Women,18 to 24,13989599.7034,"Hearing, deaf",0.00432597045541565
2008,11,Men,65+,16140525.0011,"Hearing, deaf",0.144203603602818
2008,11,Men,25 to 54,62240876.9937,"Hearing, deaf",0.0136339279326976
2008,11,Women,65+,21317332.0014,"Hearing, deaf",0.0920021235054742
2008,11,Men,55 to 64,16319190.9979,"Hearing, deaf",0.0494110811193866
2008,12,Women,55 to 64,17628125.0056,"Hearing, deaf",0.0216857496233184
2008,12,Men,55 to 64,16367166.9966,"Hearing, deaf",0.0454243280559453
2008,12,Men,25 to 54,62261469.9998,"Hearing, deaf",0.0144690296615691
2008,12,Women,25 to 54,63645906.0031,"Hearing, deaf",0.0090455053946747
2008,12,Men,65+,16170908.0133,"Hearing, deaf",0.139041185204365
2008,12,Women,65+,21347634.9915,"Hearing, deaf",0.0913601834946382
2008,12,Women,18 to 24,14162347.9102,"Hearing, deaf",0.00441680748818129
2008,12,Men,18 to 24,14322272.4567,"Hearing, deaf",0.00583005630932112
2009,1,Women,65+,21433876.9919,"Hearing, deaf",0.0939081924637646
2009,1,Men,65+,16245634.9995,"Hearing, deaf",0.14164937144475
2009,1,Men,55 to 64,16422919.0023,"Hearing, deaf",0.0457850305658022
2009,1,Women,55 to 64,17684070.0007,"Hearing, deaf",0.0219508962294672
2009,1,Women,25 to 54,63447286.998,"Hearing, deaf",0.0098356802713987
2009,1,Men,25 to 54,62013576.0054,"Hearing, deaf",0.0144997270859159
2009,1,Men,18 to 24,14291539.1519,"Hearing, deaf",0.00531875487252151
2009,1,Women,18 to 24,14272412.3044,"Hearing, deaf",0.00516211491292798
2009,2,Women,65+,21456736.0001,"Hearing, deaf",0.0949390809762727
2009,2,Men,25 to 54,62030588.0155,"Hearing, deaf",0.015148767570367
2009,2,Men,65+,16269974.9981,"Hearing, deaf",0.137401947621989
2009,2,Women,25 to 54,63450392.9807,"Hearing, deaf",0.00999443213681738
2009,2,Women,55 to 64,17732071.0008,"Hearing, deaf",0.021395440198885
2009,2,Men,55 to 64,16467541.0014,"Hearing, deaf",0.0438924567935523
2009,2,Women,18 to 24,14153960.8549,"Hearing, deaf",0.00553522369484846
2009,2,Men,18 to 24,14410062.0145,"Hearing, deaf",0.00744839822979237
2009,3,Women,65+,21479443.9949,"Hearing, deaf",0.0933063171735666
2009,3,Men,25 to 54,62047174.0106,"Hearing, deaf",0.0138503373022789
2009,3,Men,65+,16294203.9942,"Hearing, deaf",0.143021518002937
2009,3,Women,25 to 54,63453078.9956,"Hearing, deaf",0.0102786236054081
2009,3,Women,55 to 64,17779961.9998,"Hearing, deaf",0.0197823054685919
2009,3,Men,55 to 64,16512054.0047,"Hearing, deaf",0.0462900743046526
2009,3,Women,18 to 24,14239261.9647,"Hearing, deaf",0.00506044839814267
2009,3,Men,18 to 24,14374024.9465,"Hearing, deaf",0.00705375436437434
2009,4,Women,65+,21503355.9967,"Hearing, deaf",0.093072307336917
2009,4,Men,25 to 54,62067189.0048,"Hearing, deaf",0.0135492329165248
2009,4,Men,65+,16319331.9994,"Hearing, deaf",0.148674807546608
2009,4,Women,25 to 54,63459156.9977,"Hearing, deaf",0.0102622750822801
2009,4,Women,55 to 64,17828796.9953,"Hearing, deaf",0.0202347670734657
2009,4,Men,55 to 64,16557454.9986,"Hearing, deaf",0.0503670607995319
2009,4,Women,18 to 24,14169772.4644,"Hearing, deaf",0.00538250259075205
2009,4,Men,18 to 24,14377519.6557,"Hearing, deaf",0.00609501593449454
2009,5,Women,65+,21528801.9977,"Hearing, deaf",0.0916967322432016
2009,5,Men,25 to 54,62080766.9927,"Hearing, deaf",0.0135958702684722
2009,5,Men,65+,16346546.9967,"Hearing, deaf",0.154294166866505
2009,5,Women,25 to 54,63459789.0108,"Hearing, deaf",0.00952489829736325
2009,5,Women,55 to 64,17879382.9879,"Hearing, deaf",0.0210498510857284
2009,5,Men,55 to 64,16607111.0007,"Hearing, deaf",0.0514455130373963
2009,5,Men,18 to 24,14437244.442,"Hearing, deaf",0.00549561159116932
2009,5,Women,18 to 24,14169399.6577,"Hearing, deaf",0.00716624902628249
2009,6,Men,65+,16375306.0114,"Hearing, deaf",0.156779166906116
2009,6,Women,65+,21556334.0056,"Hearing, deaf",0.0942296763759698
2009,6,Men,25 to 54,62100238.0021,"Hearing, deaf",0.0132136839310061
2009,6,Women,18 to 24,14252277.0961,"Hearing, deaf",0.00602279318043072
2009,6,Women,25 to 54,63466274.9983,"Hearing, deaf",0.0102523518911017
2009,6,Women,55 to 64,17931616.0029,"Hearing, deaf",0.0252720141802452
2009,6,Men,55 to 64,16658299.9916,"Hearing, deaf",0.0537363793275056
2009,6,Men,18 to 24,14384933.4396,"Hearing, deaf",0.00560332756758597
2009,7,Men,65+,16404933.0011,"Hearing, deaf",0.152924646052001
2009,7,Women,65+,21585031.9858,"Hearing, deaf",0.0976197432594124
2009,7,Men,25 to 54,62123006.0055,"Hearing, deaf",0.0130474379351224
2009,7,Women,18 to 24,14409014.5542,"Hearing, deaf",0.00561713859719907
2009,7,Women,25 to 54,63476044.9926,"Hearing, deaf",0.0102712086689712
2009,7,Women,55 to 64,17984770.9921,"Hearing, deaf",0.0256351356768745
2009,7,Men,55 to 64,16710351.997,"Hearing, deaf",0.0508242049570513
2009,7,Men,18 to 24,14424075.524,"Hearing, deaf",0.00674512185117979
2009,8,Men,65+,16445914.9953,"Hearing, deaf",0.149880221052124
2009,8,Women,65+,21626004.0012,"Hearing, deaf",0.0987140063592674
2009,8,Men,55 to 64,16769303.9978,"Hearing, deaf",0.0502998781947456
2009,8,Men,25 to 54,62133489.9988,"Hearing, deaf",0.0134047064604947
2009,8,Women,18 to 24,14355133.0354,"Hearing, deaf",0.00564475687547971
2009,8,Women,25 to 54,63472551.9796,"Hearing, deaf",0.0102612089428723
2009,8,Women,55 to 64,18045260.0012,"Hearing, deaf",0.0260607863100186
2009,8,Men,18 to 24,14401629.3743,"Hearing, deaf",0.0065948906426858
2009,9,Women,25 to 54,63474083.9748,"Hearing, deaf",0.00928541877869388
2009,9,Men,25 to 54,62149045.0034,"Hearing, deaf",0.0127167308291988
2009,9,Women,55 to 64,18107171.0117,"Hearing, deaf",0.0261859170653232
2009,9,Women,65+,21668783.0013,"Hearing, deaf",0.0973959170421978
2009,9,Men,18 to 24,14403442.0249,"Hearing, deaf",0.00602407761630869
2009,9,Men,65+,16488223.0045,"Hearing, deaf",0.145454751051429
2009,9,Men,55 to 64,16829594.0007,"Hearing, deaf",0.0461019085943326
2009,9,Women,18 to 24,14286615.2025,"Hearing, deaf",0.00489814760936199
2009,10,Men,65+,16529939.0097,"Hearing, deaf",0.140717782354493
2009,10,Women,65+,21710762.9985,"Hearing, deaf",0.0963614776479547
2009,10,Women,25 to 54,63473390.9912,"Hearing, deaf",0.00852748413859032
2009,10,Men,25 to 54,62162346.9793,"Hearing, deaf",0.0126169853940871
2009,10,Women,55 to 64,18168447.0016,"Hearing, deaf",0.024268049556529
2009,10,Men,18 to 24,14429678.3966,"Hearing, deaf",0.00485035099718447
2009,10,Women,18 to 24,14286276.2337,"Hearing, deaf",0.00497714140037908
2009,10,Men,55 to 64,16889287.0037,"Hearing, deaf",0.0478820970016577
2009,11,Men,55 to 64,16948692.9997,"Hearing, deaf",0.049271982330129
2009,11,Men,25 to 54,62170668.992,"Hearing, deaf",0.012413777577322
2009,11,Women,25 to 54,63470173.9982,"Hearing, deaf",0.00852647302046703
2009,11,Women,18 to 24,14264030.4167,"Hearing, deaf",0.00516166422456589
2009,11,Men,18 to 24,14418220.9011,"Hearing, deaf",0.0040538648562071
2009,11,Men,65+,16562046.9932,"Hearing, deaf",0.142991834890478
2009,11,Women,65+,21742277.004,"Hearing, deaf",0.0926435963735273
2009,11,Women,55 to 64,18229069.0068,"Hearing, deaf",0.0251835025765031
2009,12,Men,65+,16593364.9973,"Hearing, deaf",0.143574308838964
2009,12,Women,65+,21772718.9815,"Hearing, deaf",0.0928852385739409
2009,12,Women,55 to 64,18288843.9991,"Hearing, deaf",0.0236549698560111
2009,12,Men,25 to 54,62175992.9993,"Hearing, deaf",0.0118086100885959
2009,12,Women,25 to 54,63463977.9943,"Hearing, deaf",0.00831111093205304
2009,12,Men,18 to 24,14414722.8926,"Hearing, deaf",0.00315682302317171
2009,12,Women,18 to 24,14308954.1186,"Hearing, deaf",0.00479192624643825
2009,12,Men,55 to 64,17007307.9961,"Hearing, deaf",0.0504033762484088
2010,1,Women,55 to 64,18309167.0179,"Hearing, deaf",0.0231493527469396
2010,1,Men,25 to 54,61897960.0103,"Hearing, deaf",0.0117629816972779
2010,1,Women,65+,21772004.0018,"Hearing, deaf",0.0960865984099141
2010,1,Women,25 to 54,63287336.0183,"Hearing, deaf",0.00879596917839983
2010,1,Men,65+,16597313.0026,"Hearing, deaf",0.145952752522081
2010,1,Men,55 to 64,17018284.9972,"Hearing, deaf",0.0514267207267944
2010,1,Men,18 to 24,14632905.2268,"Hearing, deaf",0.00296097457261227
2010,1,Women,18 to 24,14399548.2823,"Hearing, deaf",0.00509517533895036
2010,2,Men,55 to 64,17066716.9928,"Hearing, deaf",0.0502295011959038
2010,2,Women,55 to 64,18359997.0028,"Hearing, deaf",0.0214646903123077
2010,2,Women,25 to 54,63289542.0164,"Hearing, deaf",0.00889488844387788
2010,2,Men,25 to 54,61912111.0069,"Hearing, deaf",0.0131987414822429
2010,2,Women,65+,21796112.9956,"Hearing, deaf",0.0957340744664533
2010,2,Men,65+,16623155.9932,"Hearing, deaf",0.148232234258523
2010,2,Men,18 to 24,14657215.9128,"Hearing, deaf",0.00398836985466994
2010,2,Women,18 to 24,14403171.2064,"Hearing, deaf",0.00565091021509445
2010,3,Men,55 to 64,17114931.9988,"Hearing, deaf",0.0538229691338878
2010,3,Women,55 to 64,18410630.0099,"Hearing, deaf",0.0221790434211337
2010,3,Women,25 to 54,63290324.0161,"Hearing, deaf",0.0085949860718302
2010,3,Men,25 to 54,61924589.0155,"Hearing, deaf",0.0133098964644512
2010,3,Women,65+,21820074.9921,"Hearing, deaf",0.0935724047941734
2010,3,Men,65+,16648839.0024,"Hearing, deaf",0.148378272313396
2010,3,Men,18 to 24,14662636.3647,"Hearing, deaf",0.00376866538360277
2010,3,Women,18 to 24,14490255.1731,"Hearing, deaf",0.00587340528398662
2010,4,Men,55 to 64,17163609.9932,"Hearing, deaf",0.0531239771622195
2010,4,Women,55 to 64,18461701.0015,"Hearing, deaf",0.0217800128421173
2010,4,Women,25 to 54,63293521.9837,"Hearing, deaf",0.00887723534716079
2010,4,Men,25 to 54,61939849.0104,"Hearing, deaf",0.0125083282971825
2010,4,Women,18 to 24,14471246.6043,"Hearing, deaf",0.00568410797972017
2010,4,Women,65+,21844457.0041,"Hearing, deaf",0.0881722419760076
2010,4,Men,65+,16674925.0028,"Hearing, deaf",0.142010189473258
2010,4,Men,18 to 24,14662532.8027,"Hearing, deaf",0.00393828241525684
2010,5,Women,25 to 54,63301610.9864,"Hearing, deaf",0.00919798971032653
2010,5,Women,65+,21869317.9922,"Hearing, deaf",0.0856678832997083
2010,5,Men,25 to 54,61961380.0036,"Hearing, deaf",0.0128380343684047
